subject,trialCount,RT,acc,partResp,chosenNode,chosenImageFile,chosenCommunityNumber,chosenThreatStatus,option1CommunityNumber,option1ThreatStatus,option2CommunityNumber,option2ThreatStatus,option3CommunityNumber,option3ThreatStatus,combined_comnums,target_node,target_threat,nontarget_comb,nontarget_threat
sub64,29,3439,1,3,Node1,picture1.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub64,30,7298,1,2,Node4,picture3.jpg,1,neutral,2,threat,1,neutral,2,neutral,212,,neutral,threatneutral,has_threat
sub64,31,3857,1,2,Node10,picture3.jpg,2,threat,1,neutral,2,threat,1,threat,121,,threat,neutralthreat,has_threat
sub64,32,2197,1,2,Node6,picture10.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub64,33,2775,1,3,Node10,picture3.jpg,2,threat,1,neutral,1,threat,2,threat,112,,threat,neutralthreat,has_threat
sub64,34,3249,1,2,Node9,picture2.jpg,2,threat,1,threat,2,threat,1,neutral,121,,threat,threatneutral,has_threat
sub64,35,2810,1,3,Node8,picture2.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub64,36,2390,1,2,Node10,picture3.jpg,2,threat,1,threat,2,threat,1,neutral,121,,threat,threatneutral,has_threat
sub64,37,3932,1,2,Node2,picture5.jpg,1,neutral,2,neutral,1,neutral,2,threat,212,,neutral,neutralthreat,has_threat
sub64,38,10161,1,1,Node1,picture1.jpg,1,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub64,39,6016,1,3,Node3,picture4.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub64,40,5374,1,1,Node9,picture2.jpg,2,threat,2,threat,1,neutral,1,threat,211,,threat,neutralthreat,has_threat
sub64,41,5326,1,1,Node8,picture2.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub64,42,2815,1,1,Node2,picture5.jpg,1,neutral,1,neutral,2,neutral,2,threat,122,,neutral,neutralthreat,has_threat
sub64,43,5519,1,3,Node4,picture3.jpg,1,neutral,2,threat,2,neutral,1,neutral,221,,neutral,threatneutral,has_threat
sub64,44,3893,1,3,Node8,picture2.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub64,45,4741,1,2,Node9,picture2.jpg,2,threat,1,neutral,2,threat,1,threat,121,,threat,neutralthreat,has_threat
sub64,46,4544,1,1,Node1,picture1.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub64,47,8377,1,2,Node4,picture3.jpg,1,neutral,2,neutral,1,neutral,2,threat,212,,neutral,neutralthreat,has_threat
sub64,48,23724,1,3,Node10,picture3.jpg,2,threat,1,threat,1,neutral,2,threat,112,,threat,threatneutral,has_threat
sub65,1,2680,1,3,Node6,picture10.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub65,2,3210,1,1,Node8,picture1.jpg,2,threat,2,threat,1,threat,1,threat,211,,threat,threatthreat,has_threat
sub65,3,2957,1,1,Node9,picture2.jpg,2,threat,2,threat,1,threat,1,threat,211,,threat,threatthreat,has_threat
sub65,4,4129,1,2,Node1,picture3.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub65,5,2833,1,2,Node4,picture3.jpg,1,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub65,6,2524,1,3,Node1,picture3.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub65,7,2518,1,1,Node3,picture4.jpg,1,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub65,8,2054,1,3,Node2,picture5.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub65,9,2910,1,2,Node9,picture2.jpg,2,threat,1,threat,2,threat,1,threat,121,,threat,threatthreat,has_threat
sub65,10,2171,1,2,Node3,picture4.jpg,1,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub65,11,2426,1,2,Node2,picture5.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub65,12,3555,1,1,Node1,picture3.jpg,1,neutral,1,neutral,2,neutral,2,neutral,122,,neutral,neutralneutral,no_threat
sub65,13,6510,1,2,Node3,picture4.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub65,14,2937,1,2,Node6,picture10.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub65,15,3514,1,3,Node8,picture1.jpg,2,threat,1,threat,1,threat,2,threat,112,,threat,threatthreat,has_threat
sub65,16,3399,1,2,Node6,picture10.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub65,17,2347,1,3,Node9,picture2.jpg,2,threat,1,threat,1,threat,2,threat,112,,threat,threatthreat,has_threat
sub65,18,3408,1,1,Node4,picture3.jpg,1,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub65,19,2640,1,3,Node1,picture3.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub65,20,2290,1,1,Node2,picture5.jpg,1,neutral,1,neutral,2,neutral,2,neutral,122,,neutral,neutralneutral,no_threat
sub65,21,3126,1,1,Node6,picture10.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub65,22,2238,1,1,Node9,picture2.jpg,2,threat,2,threat,1,threat,1,threat,211,,threat,threatthreat,has_threat
sub65,23,2404,1,1,Node1,picture3.jpg,1,neutral,1,neutral,2,neutral,2,neutral,122,,neutral,neutralneutral,no_threat
sub65,24,2129,1,3,Node2,picture5.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub65,25,7844,1,3,Node10,picture4.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub65,26,1476,1,3,Node4,picture3.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub65,27,1331,1,3,Node3,picture4.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub65,28,2774,1,1,Node2,picture5.jpg,1,neutral,1,neutral,2,neutral,2,neutral,122,,neutral,neutralneutral,no_threat
sub65,29,1878,1,3,Node8,picture1.jpg,2,threat,1,threat,1,threat,2,threat,112,,threat,threatthreat,has_threat
sub65,30,4412,1,1,Node6,picture10.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub65,31,5681,1,1,Node10,picture4.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub65,32,2369,1,1,Node4,picture3.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub65,33,5146,1,2,Node1,picture3.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub65,34,1933,1,2,Node9,picture2.jpg,2,threat,1,threat,2,threat,1,threat,121,,threat,threatthreat,has_threat
sub65,35,3505,1,3,Node3,picture4.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub65,36,2194,1,3,Node10,picture4.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub65,37,2052,1,3,Node4,picture3.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub65,38,2442,1,1,Node3,picture4.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub65,39,3168,1,3,Node6,picture10.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub65,40,5893,1,1,Node8,picture1.jpg,2,threat,2,threat,1,threat,1,threat,211,,threat,threatthreat,has_threat
sub65,41,2251,1,2,Node10,picture4.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub65,42,3957,1,2,Node4,picture3.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub65,43,2866,1,2,Node2,picture5.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub65,44,6076,1,2,Node8,picture1.jpg,2,threat,1,threat,2,threat,1,threat,121,,threat,threatthreat,has_threat
sub65,45,2588,1,1,Node10,picture4.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub65,46,2785,1,3,Node9,picture2.jpg,2,threat,1,threat,1,threat,2,threat,112,,threat,threatthreat,has_threat
sub65,47,2495,1,2,Node8,picture1.jpg,2,threat,1,threat,2,threat,1,threat,121,,threat,threatthreat,has_threat
sub65,48,2590,1,2,Node10,picture4.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub66,1,15676,1,1,Node3,picture3.jpg,1,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub66,2,7749,1,2,Node2,picture2.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub66,3,5786,0,2,Node3,picture3.jpg,1,threat,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub66,4,9302,1,1,Node9,picture4.jpg,2,threat,2,threat,1,neutral,1,threat,211,,threat,neutralthreat,has_threat
sub66,5,6350,1,3,Node1,picture4.jpg,1,neutral,2,threat,2,neutral,1,neutral,221,,neutral,threatneutral,has_threat
sub66,6,9535,1,2,Node9,picture4.jpg,2,threat,1,neutral,2,threat,1,threat,121,,threat,neutralthreat,has_threat
sub66,7,7219,0,3,Node10,picture1.jpg,2,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub66,8,4408,1,3,Node9,picture4.jpg,2,threat,1,threat,1,neutral,2,threat,112,,threat,threatneutral,has_threat
sub66,9,6615,1,3,Node2,picture2.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub66,10,2042,1,3,Node8,picture10.jpg,2,neutral,1,neutral,1,neutral,2,neutral,112,,neutral,neutralneutral,no_threat
sub66,11,4824,1,1,Node3,picture3.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub66,12,3592,1,2,Node8,picture10.jpg,2,neutral,1,neutral,2,neutral,1,neutral,121,,neutral,neutralneutral,no_threat
sub66,13,4419,1,3,Node3,picture3.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub66,14,4639,1,1,Node8,picture10.jpg,2,neutral,2,neutral,1,neutral,1,neutral,211,,neutral,neutralneutral,no_threat
sub66,15,4598,1,3,Node10,picture1.jpg,2,threat,1,threat,1,neutral,2,threat,112,,threat,threatneutral,has_threat
sub66,16,4193,1,2,Node4,picture6.jpg,1,neutral,2,neutral,1,neutral,2,threat,212,,neutral,neutralthreat,has_threat
sub66,17,1929,1,2,Node3,picture3.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub66,18,3961,1,2,Node10,picture1.jpg,2,threat,1,threat,2,threat,1,neutral,121,,threat,threatneutral,has_threat
sub66,19,7345,1,1,Node4,picture6.jpg,1,neutral,1,neutral,2,neutral,2,threat,122,,neutral,neutralthreat,has_threat
sub66,20,2861,1,3,Node10,picture1.jpg,2,threat,1,neutral,1,threat,2,threat,112,,threat,neutralthreat,has_threat
sub66,21,5998,1,1,Node9,picture4.jpg,2,threat,2,threat,1,threat,1,neutral,211,,threat,threatneutral,has_threat
sub66,22,2555,1,3,Node6,picture9.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub66,23,5125,1,1,Node10,picture1.jpg,2,threat,2,threat,1,threat,1,neutral,211,,threat,threatneutral,has_threat
sub66,24,2296,1,2,Node4,picture6.jpg,1,neutral,2,threat,1,neutral,2,neutral,212,,neutral,threatneutral,has_threat
sub66,25,2434,1,2,Node1,picture4.jpg,1,neutral,2,threat,1,neutral,2,neutral,212,,neutral,threatneutral,has_threat
sub66,26,1830,1,2,Node9,picture4.jpg,2,threat,1,threat,2,threat,1,neutral,121,,threat,threatneutral,has_threat
sub66,27,2993,0,3,Node10,picture1.jpg,2,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub66,28,3675,1,2,Node3,picture3.jpg,1,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub66,29,2650,1,1,Node1,picture4.jpg,1,neutral,1,neutral,2,threat,2,neutral,122,,neutral,threatneutral,has_threat
sub66,30,2135,1,1,Node4,picture6.jpg,1,neutral,1,neutral,2,threat,2,neutral,122,,neutral,threatneutral,has_threat
sub66,31,3117,1,2,Node1,picture4.jpg,1,neutral,2,neutral,1,neutral,2,threat,212,,neutral,neutralthreat,has_threat
sub66,32,1841,1,3,Node9,picture4.jpg,2,threat,1,neutral,1,threat,2,threat,112,,threat,neutralthreat,has_threat
sub66,33,4010,1,3,Node1,picture4.jpg,1,neutral,2,neutral,2,threat,1,neutral,221,,neutral,neutralthreat,has_threat
sub66,34,3197,1,3,Node4,picture6.jpg,1,neutral,2,threat,2,neutral,1,neutral,221,,neutral,threatneutral,has_threat
sub66,35,5115,1,3,Node3,picture3.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub66,36,2450,1,2,Node10,picture1.jpg,2,threat,1,neutral,2,threat,1,threat,121,,threat,neutralthreat,has_threat
sub66,37,3984,0,2,Node3,picture3.jpg,1,threat,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub66,38,3739,1,1,Node8,picture10.jpg,2,neutral,2,neutral,1,neutral,1,neutral,211,,neutral,neutralneutral,no_threat
sub66,39,4234,1,2,Node6,picture9.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub66,40,2758,1,2,Node8,picture10.jpg,2,neutral,1,neutral,2,neutral,1,neutral,121,,neutral,neutralneutral,no_threat
sub66,41,1942,1,1,Node6,picture9.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub66,42,2508,1,3,Node2,picture2.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub66,43,2247,1,3,Node8,picture10.jpg,2,neutral,1,neutral,1,neutral,2,neutral,112,,neutral,neutralneutral,no_threat
sub66,44,2914,1,1,Node1,picture4.jpg,1,neutral,1,neutral,2,neutral,2,threat,122,,neutral,neutralthreat,has_threat
sub66,45,5828,0,2,Node10,picture1.jpg,2,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub66,46,4188,1,2,Node6,picture9.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub66,47,2416,0,3,Node2,picture2.jpg,1,threat,2,threat,1,neutral,1,threat,211,,threat,neutralthreat,has_threat
sub66,48,7399,0,2,Node9,picture4.jpg,2,threat,2,neutral,2,threat,1,neutral,221,,neutral,neutralthreat,has_threat
sub67,1,4708,1,1,Node4,picture4.jpg,1,threat,1,threat,2,neutral,2,neutral,122,,threat,neutralneutral,no_threat
sub67,2,2817,1,3,Node8,picture2.jpg,2,threat,1,neutral,1,threat,2,threat,112,,threat,neutralthreat,has_threat
sub67,3,9006,1,3,Node9,picture3.jpg,2,threat,1,threat,1,threat,2,threat,112,,threat,threatthreat,has_threat
sub67,4,8227,1,2,Node2,picture10.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub67,5,11172,1,1,Node9,picture3.jpg,2,threat,2,threat,1,threat,1,threat,211,,threat,threatthreat,has_threat
sub67,6,2066,1,2,Node10,picture7.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub67,7,6167,1,3,Node3,picture1.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub67,8,2665,0,2,Node2,picture10.jpg,1,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub67,9,5766,1,1,Node6,picture8.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub67,10,4088,1,1,Node10,picture7.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub67,11,3665,1,2,Node6,picture8.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub67,12,2629,1,1,Node9,picture3.jpg,2,threat,2,threat,1,threat,1,threat,211,,threat,threatthreat,has_threat
sub67,13,2276,1,3,Node10,picture7.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub67,14,3790,1,1,Node3,picture1.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub67,15,3547,1,2,Node4,picture4.jpg,1,threat,2,neutral,1,threat,2,neutral,212,,threat,neutralneutral,no_threat
sub67,16,2412,1,2,Node3,picture1.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub67,17,2066,1,1,Node2,picture10.jpg,1,neutral,1,neutral,2,neutral,2,neutral,122,,neutral,neutralneutral,no_threat
sub67,18,2302,1,3,Node6,picture8.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub67,19,6006,1,2,Node9,picture3.jpg,2,threat,1,threat,2,threat,1,threat,121,,threat,threatthreat,has_threat
sub67,20,10086,1,3,Node8,picture2.jpg,2,threat,1,threat,1,neutral,2,threat,112,,threat,threatneutral,has_threat
sub67,21,2200,1,3,Node4,picture4.jpg,1,threat,2,neutral,2,neutral,1,threat,221,,threat,neutralneutral,no_threat
sub67,22,4571,1,2,Node8,picture2.jpg,2,threat,1,threat,2,threat,1,neutral,121,,threat,threatneutral,has_threat
sub67,23,12611,1,2,Node3,picture1.jpg,1,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub67,24,6585,1,2,Node10,picture7.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub67,25,6183,1,3,Node9,picture3.jpg,2,threat,1,threat,1,threat,2,threat,112,,threat,threatthreat,has_threat
sub67,26,9433,0,1,Node10,picture7.jpg,2,neutral,2,neutral,1,threat,2,neutral,212,,threat,neutralneutral,no_threat
sub67,27,9048,1,2,Node8,picture2.jpg,2,threat,1,neutral,2,threat,1,threat,121,,threat,neutralthreat,has_threat
sub67,28,3221,1,3,Node10,picture7.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub67,29,6855,1,2,Node6,picture8.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub67,30,13403,1,1,Node8,picture2.jpg,2,threat,2,threat,1,threat,1,neutral,211,,threat,threatneutral,has_threat
sub67,31,17151,1,3,Node6,picture8.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub67,32,30792,1,1,Node8,picture2.jpg,2,threat,2,threat,1,neutral,1,threat,211,,threat,neutralthreat,has_threat
sub67,33,9347,1,2,Node1,picture4.jpg,1,neutral,2,threat,1,neutral,2,neutral,212,,neutral,threatneutral,has_threat
sub67,34,4000,1,1,Node3,picture1.jpg,1,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub67,35,4190,1,3,Node2,picture10.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub67,36,7990,1,3,Node1,picture4.jpg,1,neutral,2,threat,2,neutral,1,neutral,221,,neutral,threatneutral,has_threat
sub67,37,3599,1,2,Node9,picture3.jpg,2,threat,1,threat,2,threat,1,threat,121,,threat,threatthreat,has_threat
sub67,38,35924,1,1,Node6,picture8.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub67,39,2251,1,1,Node1,picture4.jpg,1,neutral,1,neutral,2,threat,2,neutral,122,,neutral,threatneutral,has_threat
sub67,40,2068,1,1,Node2,picture10.jpg,1,neutral,1,neutral,2,neutral,2,neutral,122,,neutral,neutralneutral,no_threat
sub67,41,1864,1,3,Node4,picture4.jpg,1,threat,2,neutral,2,neutral,1,threat,221,,threat,neutralneutral,no_threat
sub67,42,1795,1,3,Node3,picture1.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub67,43,2470,1,1,Node1,picture4.jpg,1,neutral,1,neutral,2,neutral,2,threat,122,,neutral,neutralthreat,has_threat
sub67,44,7375,1,2,Node2,picture10.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub67,45,2619,1,2,Node1,picture4.jpg,1,neutral,2,neutral,1,neutral,2,threat,212,,neutral,neutralthreat,has_threat
sub67,46,2869,1,1,Node4,picture4.jpg,1,threat,1,threat,2,neutral,2,neutral,122,,threat,neutralneutral,no_threat
sub67,47,1730,1,3,Node1,picture4.jpg,1,neutral,2,neutral,2,threat,1,neutral,221,,neutral,neutralthreat,has_threat
sub67,48,3355,1,3,Node2,picture10.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub68,1,3195,1,1,Node8,picture3.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub68,2,2150,1,3,Node10,picture8.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub68,3,2523,1,1,Node3,picture2.jpg,1,threat,1,threat,2,neutral,2,neutral,122,,threat,neutralneutral,no_threat
sub68,4,3590,1,3,Node10,picture8.jpg,2,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub68,5,3932,1,3,Node6,picture9.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub68,6,4479,1,2,Node9,picture3.jpg,2,threat,1,threat,2,threat,1,neutral,121,,threat,threatneutral,has_threat
sub68,7,3424,1,2,Node10,picture8.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub68,8,3239,1,3,Node3,picture2.jpg,1,threat,2,neutral,2,neutral,1,threat,221,,threat,neutralneutral,no_threat
sub68,9,3082,1,3,Node4,picture1.jpg,1,neutral,2,threat,2,neutral,1,neutral,221,,neutral,threatneutral,has_threat
sub68,10,4149,1,2,Node10,picture8.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub68,11,4440,1,1,Node6,picture9.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub68,12,2518,1,1,Node1,picture4.jpg,1,threat,1,threat,2,threat,2,neutral,122,,threat,threatneutral,has_threat
sub68,13,2832,1,1,Node3,picture2.jpg,1,threat,1,threat,2,neutral,2,neutral,122,,threat,neutralneutral,no_threat
sub68,14,2299,1,2,Node2,picture6.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub68,15,2320,1,1,Node6,picture9.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub68,16,2730,1,1,Node1,picture4.jpg,1,threat,1,threat,2,neutral,2,threat,122,,threat,neutralthreat,has_threat
sub68,17,3217,1,2,Node9,picture3.jpg,2,threat,1,neutral,2,threat,1,threat,121,,threat,neutralthreat,has_threat
sub68,18,4687,1,1,Node10,picture8.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub68,19,2745,1,2,Node4,picture1.jpg,1,neutral,2,neutral,1,neutral,2,threat,212,,neutral,neutralthreat,has_threat
sub68,20,3052,1,2,Node8,picture3.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub68,21,2360,1,3,Node9,picture3.jpg,2,threat,1,threat,1,neutral,2,threat,112,,threat,threatneutral,has_threat
sub68,22,8890,1,3,Node2,picture6.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub68,23,2213,1,3,Node9,picture3.jpg,2,threat,1,neutral,1,threat,2,threat,112,,threat,neutralthreat,has_threat
sub68,24,11756,0,2,Node4,picture1.jpg,1,neutral,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub68,25,2181,1,1,Node9,picture3.jpg,2,threat,2,threat,1,threat,1,neutral,211,,threat,threatneutral,has_threat
sub68,26,2827,1,1,Node10,picture8.jpg,2,neutral,2,neutral,1,threat,1,neutral,211,,neutral,threatneutral,has_threat
sub68,27,2381,1,1,Node4,picture1.jpg,1,neutral,1,neutral,2,threat,2,neutral,122,,neutral,threatneutral,has_threat
sub68,28,1574,1,1,Node2,picture6.jpg,1,neutral,1,neutral,2,neutral,2,neutral,122,,neutral,neutralneutral,no_threat
sub68,29,2320,1,2,Node1,picture4.jpg,1,threat,2,neutral,1,threat,2,threat,212,,threat,neutralthreat,has_threat
sub68,30,2408,0,1,Node3,picture2.jpg,1,threat,1,threat,1,neutral,2,neutral,112,,neutral,threatneutral,has_threat
sub68,31,3173,1,2,Node6,picture9.jpg,2,neutral,1,neutral,2,neutral,1,threat,121,,neutral,neutralthreat,has_threat
sub68,32,4018,1,2,Node8,picture3.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub68,33,2284,1,1,Node9,picture3.jpg,2,threat,2,threat,1,neutral,1,threat,211,,threat,neutralthreat,has_threat
sub68,34,4484,1,3,Node8,picture3.jpg,2,neutral,1,neutral,1,threat,2,neutral,112,,neutral,neutralthreat,has_threat
sub68,35,3834,1,3,Node2,picture6.jpg,1,neutral,2,neutral,2,neutral,1,neutral,221,,neutral,neutralneutral,no_threat
sub68,36,2744,1,3,Node1,picture4.jpg,1,threat,2,threat,2,neutral,1,threat,221,,threat,threatneutral,has_threat
sub68,37,2443,1,2,Node3,picture2.jpg,1,threat,2,neutral,1,threat,2,neutral,212,,threat,neutralneutral,no_threat
sub68,38,3420,1,2,Node4,picture1.jpg,1,neutral,2,threat,1,neutral,2,neutral,212,,neutral,threatneutral,has_threat
sub68,39,3545,1,1,Node2,picture6.jpg,1,neutral,1,neutral,2,neutral,2,neutral,122,,neutral,neutralneutral,no_threat
sub68,40,2687,1,3,Node3,picture2.jpg,1,threat,2,neutral,2,neutral,1,threat,221,,threat,neutralneutral,no_threat
sub68,41,2247,1,3,Node4,picture1.jpg,1,neutral,2,neutral,2,threat,1,neutral,221,,neutral,neutralthreat,has_threat
sub68,42,2397,1,2,Node2,picture6.jpg,1,neutral,2,neutral,1,neutral,2,neutral,212,,neutral,neutralneutral,no_threat
sub68,43,3392,1,1,Node4,picture1.jpg,1,neutral,1,neutral,2,neutral,2,threat,122,,neutral,neutralthreat,has_threat
sub68,44,3489,1,3,Node1,picture4.jpg,1,threat,2,neutral,2,threat,1,threat,221,,threat,neutralthreat,has_threat
sub68,45,2491,1,1,Node8,picture3.jpg,2,neutral,2,neutral,1,neutral,1,threat,211,,neutral,neutralthreat,has_threat
sub68,46,2449,1,2,Node6,picture9.jpg,2,neutral,1,threat,2,neutral,1,neutral,121,,neutral,threatneutral,has_threat
sub68,47,3084,1,2,Node1,picture4.jpg,1,threat,2,threat,1,threat,2,neutral,212,,threat,threatneutral,has_threat
sub68,48,2639,1,2,Node3,picture2.jpg,1,threat,2,neutral,1,threat,2,neutral,212,,threat,neutralneutral,no_threat
